"","Title","Artist","Year","Museum","Id"
"32672","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13530
"32673","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13531
"32674","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13532
"32675","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13533
"32676","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13534
"32677","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13535
"32678","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13536
"32679","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13537
"32680","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13538
"32681","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13539
"32682","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13540
"32683","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13541
"32684","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13542
"32685","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13543
"32686","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13544
"32687","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13545
"32688","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13546
"32689","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13547
"32690","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13548
"32691","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13549
"32692","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13550
"32693","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13551
"32694","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13552
"32695","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13553
"32696","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13554
"32697","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13555
"32698","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13556
"32699","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13557
"32700","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13558
"32701","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13559
"32702","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13560
"32703","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13561
"32704","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13562
"32705","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13563
"32706","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13564
"32707","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13565
"32708","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13566
"32709","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13567
"32710","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13568
"32711","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13569
"32712","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13570
"32713","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13571
"32714","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13572
"32715","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13573
"32716","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13574
"32717","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13575
"32718","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13576
"32719","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13577
"32720","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13578
"32721","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13579
"32722","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13580
"32723","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13581
"32724","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13582
"32725","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13583
"32726","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13584
"32727","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13585
"32728","Untitled form Cuban Sketch Book","Jules Pascin",1914,"Moma",13586
"32729","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13587
"32730","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13588
"32731","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13589
"32732","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13590
"32733","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13591
"32734","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13592
"32735","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13593
"32736","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13594
"32737","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13595
"32738","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13596
"32739","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13597
"32740","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13598
"32741","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13599
"32742","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13600
"32743","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13601
"32744","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13602
"32745","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13603
"32746","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13604
"32747","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13605
"32748","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13606
"32749","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13607
"32750","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13608
"32751","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13609
"32752","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13610
"32753","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13611
"32754","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13612
"32755","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13613
"32756","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13614
"32757","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13615
"32758","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13616
"32759","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13617
"32760","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13618
"32761","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13619
"32762","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13620
"32763","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13621
"32764","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13622
"32765","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13623
"32766","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13624
"32767","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13625
"32768","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13626
"32769","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13627
"32770","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13628
"32771","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13629
"32772","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13630
"32773","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13631
"32774","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13632
"32775","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13633
"32776","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13634
"32777","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13635
"32778","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13636
"32779","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13637
"32780","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13638
"32781","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13639
"32782","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13640
"32783","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13641
"32784","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13642
"32785","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13643
"32786","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13644
"32787","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13645
"32788","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13646
"32789","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13647
"32790","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13648
"32791","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13649
"32792","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13650
"32793","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13651
"32794","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13652
"32795","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13653
"32796","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13654
"32797","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13655
"32798","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13656
"32799","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13657
"32800","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13658
"32801","Untitled from Cuban Sketch Book","Jules Pascin",1914,"Moma",13659
"32802","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13660
"32803","The Artist's Studio","Raoul Dufy",1942,"Moma",13661
"32804","Harold","Alastair (Hans H. Voight)",1925,"Moma",13662
"32805","The City at the Edge of the World (In der Stadt am Ende der Welt)","Lyonel Feininger",1912,"Moma",13663
"32806","Untitled","Pavel Tchelitchew",1921,"Moma",13664
"32807","Study for Dutch Interior, I","Joan Miró",1928,"Moma",13665
"32808","Head of a Woman","Jacques Villon",1900,"Moma",13666
"32809","Odalisque","William Copley",1973,"Moma",13667
"32810","Monroe Wheeler","Hedda Sterne",1950,"Moma",13668
"32811","Untitled","Frank Stella",1963,"Moma",13669
"32812","Metropolitan Acquaintances","Robin Winters",1974,"Moma",13670
"32813","Untitled","Gaston Chaissac",1945,"Moma",13671
"32814","bleu O noir","Jacques Villeglé",1955,"Moma",13672
"32815","New Orleans Market","Jules Pascin",1920,"Moma",13673
"32816","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13674
"32817","Werewolf","André Masson",1944,"Moma",13675
"32818","The Dance","Roger de La Fresnaye",1921,"Moma",13676
"32819","#254-1960","Charmion von Wiegand",1960,"Moma",13677
"32820","Bertolt Brecht","Antonio Frasconi",1962,"Moma",13678
"32821",".a) Sketch for The Eurasian Manifesto: Reflections of Eurasians. On the Roads. .b) Untitled","Pavel Tchelitchew",1922,"Moma",13679
"32822","Final study for Dutch Interior, I","Joan Miró",1928,"Moma",13680
"32823","The New Literature (II): A Visual Novel with Color","Yoshio Yoshida",1972,"Moma",13681
"32824","Seated Nude","Jacques Lipchitz",1915,"Moma",13682
"32825","Thorn Head","Graham Sutherland",1945,"Moma",13683
"32826","Untitled","Frank Stella",1963,"Moma",13684
"32827","Newfoundland","Adrian Wiszniewski",1984,"Moma",13685
"32828","Hekatompedon Series, Per 7","Alfred Jensen",1965,"Moma",13686
"32829","Untitled","Jack Youngerman",1953,"Moma",13687
"32830","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13688
"32831","Studies of Heads, Hands and Figures","Roger de La Fresnaye",1921,"Moma",13689
"32832","Portrait of Wagner","Joaquín Torres-García",1940,"Moma",13690
"32833","Hands","Fabio Bonzi",1962,"Moma",13691
"32834","People on the Jetty (Leute auf See-Steg)","Lyonel Feininger",1918,"Moma",13692
"32835","Set design for Der Blaue Vogel Cabaret Theater, Berlin","Pavel Tchelitchew",1921,"Moma",13693
"32836","Study for Portrait of Mistress Mills in 1750","Joan Miró",1929,"Moma",13694
"32837","Groundwork for Construction of Babylonian Tower (II): Box for Cultivation of Distances","Yoshio Yoshida",1973,"Moma",13695
"32838","Untitled","Yves Tanguy",1947,"Moma",13696
"32840","Study for the dance The Matter","David Gordon",1971,"Moma",13697
"32841","Eight studies from the dance The Matter","David Gordon",1971,"Moma",13698
"32842","Study for the dance The Matter","David Gordon",1971,"Moma",13699
"32843","Study for the dance The Matter","David Gordon",1971,"Moma",13700
"32844","Study for the dance The Matter","David Gordon",1971,"Moma",13701
"32845","Study for the dance The Matter","David Gordon",1971,"Moma",13702
"32846","Study for the dance The Matter","David Gordon",1971,"Moma",13703
"32847","Study for the dance The Matter","David Gordon",1971,"Moma",13704
"32848","Study for the dance The Matter","David Gordon",1971,"Moma",13705
"32849","Study for Sculpture for a Large Wall","Ellsworth Kelly",1956,"Moma",13706
"32850","Stone Breaker, Le Raincy (Casseur de pierres, Le Raincy)","Georges-Pierre Seurat",1879,"Moma",13707
"32851","Four Dancers","Pablo Picasso",1925,"Moma",13708
"32852","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13709
"32853","Two Witnesses, Mellie Edeau and Sadie Edeau","Ben Shahn",1932,"Moma",13710
"32854","Chrysanthemum","Piet Mondrian",1906,"Moma",13711
"32855","Untitled","John Cadenhead",1964,"Moma",13712
"32856","The Rainbow (Der Regenbogen)","Lyonel Feininger",1918,"Moma",13713
"32857","Set design for Der Blaue Vogel Cabaret Theater, Berlin","Pavel Tchelitchew",1921,"Moma",13714
"32858","Study for Portrait of Mistress Mills in 1750","Joan Miró",1929,"Moma",13715
"32859","The Staircase","Antonio López García",1967,"Moma",13716
"32860","Metamorphic Landscape with Nighthawk","Pavel Tchelitchew",1941,"Moma",13717
"32862","Set design for the ballet Fire","Michael Graves",1982,"Moma",13718
"32863","Study for Sculpture for a Large Wall","Ellsworth Kelly",1956,"Moma",13719
"32864","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13720
"32865","Pola Negri","Stanley Lench",1958,"Moma",13721
"32866","Number 9","Rupprecht Geiger",1959,"Moma",13722
"32867","Euphoric Victory (Siegesrausch)","Lyonel Feininger",1918,"Moma",13723
"32868","Still Life","Pavel Tchelitchew",1923,"Moma",13724
"32869","Study for Portrait of Mistress Mills in 1750","Joan Miró",1929,"Moma",13725
"32870","Taormina","Raoul Dufy",1922,"Moma",13726
"32871","The Centipede","Lucebert",1965,"Moma",13727
"32872","Study for Phenomena","Pavel Tchelitchew",1936,"Moma",13728
"32873","Untitled","Frank Stella",1968,"Moma",13729
"32874","Glass and Bottle","Juan Gris",1913,"Moma",13730
"32875","Study for Sculpture for a Large Wall","Ellsworth Kelly",1956,"Moma",13731
"32876","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13732
"32877","The Battle of the Sierra Camellera","Eugene Fernandez Granell",1957,"Moma",13733
"32878","Euphoric Victory (Siegesrausch)","Lyonel Feininger",1918,"Moma",13734
"32879","Set design for Der Blaue Vogel Cabaret Theater, Berlin","Pavel Tchelitchew",1921,"Moma",13735
"32880","Final study for Portrait of Mistress Mills in 1750","Joan Miró",1929,"Moma",13736
"32881","Zither with Brandy Bottle, Glass, and Playing Cards","Louis Marcoussis",1919,"Moma",13737
"32882",""" BRANCHES HORIZONTAL-BEAMS VERTICAL"" HOMAGE TO THE GREAT BUILDERS","Igael Tumarkin",1978,"Moma",13738
"32883","Untitled","Frank Stella",1968,"Moma",13739
"32884","Head -- Double View","Philip Guston",1958,"Moma",13740
"32885","Untitled (A la Grande Cloche)","Martin Kippenberger",1995,"Moma",13741
"32886","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13742
"32887","Myself Drawing Dante","André Masson",1940,"Moma",13743
"32888","Study for A Swallow","Paolo Guiotto",1963,"Moma",13744
"32889","Motor-Sailer (Motor-Segler)","Lyonel Feininger",1930,"Moma",13745
"32890","Set design for Der Blaue Cabaret Theatre, Berlin","Pavel Tchelitchew",1921,"Moma",13746
"32892","The Necklace","Henri Matisse",1950,"Moma",13747
"32893","Number 4","Peter Young",1971,"Moma",13748
"32895","Untitled","Philip Guston",1980,"Moma",13749
"32896","Untitled (Hallo Hallo)","Martin Kippenberger",1995,"Moma",13750
"32897","Isadora Duncan","Abraham Walkowitz",1931,"Moma",13751
"32898","Gérard de Nerval","André Masson",1940,"Moma",13752
"32899","Seated Woman with Hat (Sitzende mit Hut)","Ernst Ludwig Kirchner",1908,"Moma",13753
"32900","The Schooner ""America""","Lyonel Feininger",1933,"Moma",13754
"32901","Dancer","Pavel Tchelitchew",1921,"Moma",13755
"32902","Black Toothbrushes","Arman",1972,"Moma",13756
"32903","Untitled","Stanislav Kolibal",1975,"Moma",13757
"32904","O Moon Above So Clear!","Ludwig Meidner",1912,"Moma",13758
"32905","Woman Grasping the Nape of Her Neck","Francisco Zuñiga",1975,"Moma",13759
"32907","Untitled","Jasper Johns",1983,"Moma",13760
"32908","Untitled (What we gone do)","Martin Kippenberger",1995,"Moma",13761
"32909","Festival, Venice","Maurice Prendergast",1898,"Moma",13762
"32910","Drawing","Gregory Masurovsky",1957,"Moma",13763
"32911","Drawing for Battle of Giants","Ernst Neizvestny",1964,"Moma",13764
"32912","Blind Musician on the Beach (Blinder Musikant am Strande)","Lyonel Feininger",1933,"Moma",13765
"32913","Set design for Der Blaue Cabaret Theatre, Berlin","Pavel Tchelitchew",1920,"Moma",13766
"32914","Technical Lace","Arman",1972,"Moma",13767
"32915","Untitled","Stanislav Kolibal",1975,"Moma",13768
"32916","The Smoker","Jean Metzinger",1914,"Moma",13769
"32917","Untitled","Frank Stella",1967,"Moma",13770
"32918","Untitled (fire-color painting)","Yves Klein",1962,"Moma",13771
"32919","Untitled (Study for Mahoning II)","Franz Kline",1960,"Moma",13772
"32920","Two Mothers","Xavier Guerrero",1945,"Moma",13773
"32921","Maenads","John Bageris",1959,"Moma",13774
"32922","The Room","Cesare Peverelli",1962,"Moma",13775
"32923","Figures","Lyonel Feininger",1936,"Moma",13776
"32924","Sketch for cover of La Vie Artistique","Pavel Tchelitchew",1921,"Moma",13777
"32925","Carco: La  Rose au Balcon","Sonia Sekula",1942,"Moma",13778
"32926","Seated Nude","Lee Krasner",1940,"Moma",13779
"32927","Woman in Profile","Amedeo Modigliani",1910,"Moma",13780
"32928","Untitled","Frank Stella",1967,"Moma",13781
"32929","Untitled (7 x 33)","Jannis Kounellis",1959,"Moma",13782
"32930","Accumulation No. 18a","Yayoi Kusama",1962,"Moma",13783
"32931","Dr. Carvalhal Ribas","Flavio de R. Carvalho",1955,"Moma",13784
"32932","a) Mayor La Guardia b) Two Figures","Ben Shahn",1946,"Moma",13785
"32933","Franco's Spain","Emilio Vedova",1962,"Moma",13786
"32934","Laid Up","Lyonel Feininger",1938,"Moma",13787
"32935","Set design for Der Blaue Cabaret Theatre, Berlin","Pavel Tchelitchew",1920,"Moma",13788
"32936","The Existence of a Cripple, No. 4 (Krüppeldasein IV)","Gottfried Brockmann",1922,"Moma",13789
"32937","Man with a Pipe","Henri Laurens",1919,"Moma",13790
"32938","Adam","Amedeo Modigliani",1916,"Moma",13791
"32939","Untitled","Frank Stella",1968,"Moma",13792
"32940","Head, Kneeling Woman (Kopf, Kniende Frau)","Wilhelm Lehmbruck",1911,"Moma",13793
"32941","Desire is a Blue Lake","José Leonilson",1989,"Moma",13794
"32942","Seated Nude","André Derain",1920,"Moma",13795
"32943","Study for The Crystal Grotto","Pavel Tchelitchew",1943,"Moma",13796
"32944","Metropolis (Grossstadt)","George Grosz",1917,"Moma",13797
"32945","Three Nudes","Flavio de R. Carvalho",1957,"Moma",13798
"32946","Untitled","Yves Tanguy",1953,"Moma",13799
"32947","Gibbo the Hunter","Tono Zancanaro",1942,"Moma",13800
"32948","Excursion","Lyonel Feininger",1940,"Moma",13801
"32949","Set design for Der Blaue Vogel Cabaret Theater, Berlin","Pavel Tchelitchew",1921,"Moma",13802
"32950","The Existence of a Cripple, No. 1 (Krüppeldasein I)","Gottfried Brockmann",1922,"Moma",13803
"32951","Untitled","Frank Stella",1968,"Moma",13804
"32952","Lake-Clear Late Afternoon, from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13805
"32953","Men With Their Own Attentions","José Leonilson",1989,"Moma",13806
"32954","The Blue Plume","Marie Laurencin",1914,"Moma",13807
"32955","May Day, Moscow","Diego Rivera",1928,"Moma",13808
"32956","Iris and Pansies","Peter Blume",1934,"Moma",13809
"32957","Construction","John Atherton",1942,"Moma",13810
"32958","Balustrade. Design for costume ballet","Pavel Tchelitchew",1941,"Moma",13811
"32959","Aleko, designs for the ballet","Marc Chagall",1942,"Moma",13812
"32960","Low Tide","William Kienbusch",1950,"Moma",13813
"32961","Gibbo Inspects Egypt - Dream","Tono Zancanaro",1942,"Moma",13814
"32962","Galleon","Lyonel Feininger",1940,"Moma",13815
"32963","Nude with Hat","Pavel Tchelitchew",1921,"Moma",13816
"32964","Untitled","Miguel Conde",1971,"Moma",13817
"32965","Church Facade 6","Piet Mondrian",1915,"Moma",13818
"32967","Overcast Dusk-Glassy Lake from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13819
"32968","Untitled","Jean-Michel Basquiat",1981,"Moma",13820
"32969","To Make Your Soul Close to Me","José Leonilson",1989,"Moma",13821
"32970","Man at the Crossroads","Diego Rivera",1932,"Moma",13822
"32971","Washington Square","William Glackens",1913,"Moma",13823
"32972","Joyous Young Pine","Morris Graves",1944,"Moma",13824
"32973","Head of a Girl","Everardo Ramirez",1930,"Moma",13825
"32974","Figures and Forest","Sidney Nolan",1958,"Moma",13826
"32975","Square-Rigger","Lyonel Feininger",1940,"Moma",13827
"32976","Mme Thiebaud","Pavel Tchelitchew",1921,"Moma",13828
"32977","I am Hungry, Adam Said. And God Said Nothing...","Christian Dotremont",1972,"Moma",13829
"32978","Girl Reading","Henry Moore",1947,"Moma",13830
"32980","Sunset from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13831
"32981","Untitled","Michael Craig-Martin",1990,"Moma",13832
"32982","Sunset, Earthquake, Loneliness","José Leonilson",1990,"Moma",13833
"32983","Woman, Head on Hand","Amedeo Modigliani",1917,"Moma",13834
"32984","Scherzo with Thirteen (Das Scherzo mit der Dreizehn)","Paul Klee",1922,"Moma",13835
"32985","Studies for Sculptures - With Duelling Figures","Mario Cravo Junior",1956,"Moma",13836
"32986","Frigate","Lyonel Feininger",1941,"Moma",13837
"32987","Set design for Der Blaue Vogel Cabaret Theater, Berlin","Pavel Tchelitchew",1921,"Moma",13838
"32988","Untitled","Agustín Fernández",1972,"Moma",13839
"32989","Bust of a Woman","Elie Nadelman",1913,"Moma",13840
"32991","Rainstorm from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13841
"32992","Portrait of JR","Alberto Giacometti",1959,"Moma",13842
"32993","I Am Your Man","José Leonilson",1992,"Moma",13843
"32994","The Palm","Raoul Dufy",1923,"Moma",13844
"32995","Man with Spectacles","Georges Rouault",1917,"Moma",13845
"32996","Portrait of a Woman","Amedeo Modigliani",1919,"Moma",13846
"32997","The Jungle","Wifredo Lam",1943,"Moma",13847
"32998","Studies for Sculpture - With Dragons","Mario Cravo Junior",1956,"Moma",13848
"32999","Three-Masted Frigate","Lyonel Feininger",1942,"Moma",13849
"33000","Spanish Number: Set design for Der Blaue Vogel Cabaret Theater, Berlin","Pavel Tchelitchew",1921,"Moma",13850
"33001","The Last Soldier","George Grosz",1937,"Moma",13851
"33002","The Storm","John Northcote Nash",1914,"Moma",13852
"33003","The Rim, First Drawing","William Tucker",1979,"Moma",13853
"33004","Rainstorm-Mist Rising off the Water from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13854
"33005","Untitled (Energytree)","Gordon Matta-Clark",1972,"Moma",13855
"33006","Head of a Girl","Eugene Speicher",1928,"Moma",13856
"33007","At the Milliner's","Hilaire-Germain-Edgar Degas",1882,"Moma",13857
"33008","Country Road","Lyonel Feininger",1942,"Moma",13858
"33009","Set design","Pavel Tchelitchew",1921,"Moma",13859
"33010","Study for Horizontal Movement","Charles Hinman",1969,"Moma",13860
"33011","The Eye","Antoine Pevsner",1923,"Moma",13861
"33012","Crouching Model","José Clemente Orozco",1947,"Moma",13862
"33013","Mist Rising Off Lake from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13863
"33014","Untitled","Robert Gober",1985,"Moma",13864
"33015","Untitled (Cut Drawing)","Gordon Matta-Clark",1976,"Moma",13865
"33016","Verdun, The Trench Diggers","Fernand Léger",1916,"Moma",13866
"33017","Tightrope Walker I (Seiltänzer I)","August Macke",1913,"Moma",13867
"33018","Composition","Willi Baumeister",1922,"Moma",13868
"33019","Self-Portrait (Selbstporträt)","Otto Dix",1922,"Moma",13869
"33020","People and the Sprite","Lyonel Feininger",1945,"Moma",13870
"33021","Figures","Pavel Tchelitchew",1921,"Moma",13871
"33022","Untitled","Lucebert",1971,"Moma",13872
"33023","Clenched Fist","José Clemente Orozco",1948,"Moma",13873
"33024","Last Light, from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13874
"33025","Die Welt des Kanarienvogels (The World of the Canary)","Martin Kippenberger",1988,"Moma",13875
"33027","Lower Manhattan (Composing Derived from Top of Woolworth)","John Marin",1922,"Moma",13876
"33028","Remote Field","Mark Tobey",1944,"Moma",13877
"33029","Da-Da (New York Dada Group)","Richard Boix",1921,"Moma",13878
"33030","Methusalem. Costume design for the play Methusalem","George Grosz",1922,"Moma",13879
"33031","Man Waiting","Sidney Goodman",1961,"Moma",13880
"33032","Walking in a Dream","Lyonel Feininger",1945,"Moma",13881
"33033","Untitled (After Poussin)","Bob Thompson",1964,"Moma",13882
"33034","Litanies (Litany of the Chariot)","Robert Morris",1961,"Moma",13883
"33035","Dr. Dekker's Entrance Hall","Eduardo Paolozzi",1961,"Moma",13884
"33036","Low Sun from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13885
"33037","Branch of a Judas Tree","Henri Matisse",1942,"Moma",13886
"33038","The Blessing","Barnett Newman",1944,"Moma",13887
"33039","Bartolomeo Vanzetti and Nicola Sacco","Ben Shahn",1931,"Moma",13888
"33040","Polyphemus","Guillermo Meza",1941,"Moma",13889
"33041","The Ring","James Kearns",1956,"Moma",13890
"33042","Study for A Universe","Richard Lippold",1957,"Moma",13891
"33043","Figures Walking","Lyonel Feininger",1949,"Moma",13892
"33044","Construction Drawing of Pseudosphere","Ruth Vollmer",1969,"Moma",13893
"33045","Untitled","Robert Morris",1969,"Moma",13894
"33046","The Offspring of Eos","Eduardo Paolozzi",1961,"Moma",13895
"33047","Late Afternoon Across the Lake from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13896
"33048","Model for Animal Pyramid II","Bruce Nauman",1989,"Moma",13897
"33049","Drawing for Fret","Jim Nutt",1990,"Moma",13898
"33050","Fledgling","Morris Graves",1940,"Moma",13899
"33051","Studies for Sculpture","Rudolf Hoflehner",1957,"Moma",13900
"33052","Figures","Lyonel Feininger",1950,"Moma",13901
"33053","New York","Francis Picabia",1913,"Moma",13902
"33054","False Narrows I from Loon Lake: Eleven Drawings","Ellen Phelan",1983,"Moma",13903
